beside	ondoan
playground	jolastoki
toy	jostailu
Jewish	judu
board	junta
board	taula
pad	bigungarri
pad	kuxin
jubilee	jubileu
joint	junta
conjunction	juntagailu
jurisdiction	jurisdikzio
jurist	jurista
justification	justifikazio
justice	justizia
cable	kable
wire	kable
cape	kabo
coffee	kafe
coffeewithmilk	kafesne
café	kafetegi
cafe	kafetegi
harbour	kai
harbour	mendate
port	kai
port	mendate
port	portu
cage	kaiola
shit	kaka
peanut	kakahuete
hemp	kalamu
street	kale
street	karrika
qualification	kalifikazio
qualification	prestakuntza
quality	kalitate
quality	nolakotasun
calque	kalko
calculation	kalkulu
damage	kalte
harm	kalte
injury	kalte
injury	lesio
compensation	kalteordainketa
lorry	kamioi
truck	kamioi
lorrydriver	kamioilari
truckdriver	kamioilari
tshirt	kamiseta
cane	kanabera
channel	kanal
channel	ubide
foreignexchange	kanbio
exchange	kanbio
exchange	truke
shift	kanbio
swing	kanbio
swing	oszilazio
switch	kanbio
candle	kandela
taper	kandela
cannon	kanoi
bell	kanpai
bell	txirrin
campaign	kanpaina
campaign	lautada
camp	kanpamentu
outside	kanpoalde
intruder	kanpotar
singing	kantu
layer	kapa
bonnet	kapela
hat	kapela
chapel	kapera
chaplain	kapilau
captain	kapitain
capitalism	kapitalismo
chapter	kapitulu
candy	karamelu
candy	gozoki
carbon	karbono
cardinal	kardinal
placenta	karen
load	karga
burden	karga
charge	karga
charge	kargu
charge	kargudun
freight	karga
post	kargu
post	kargudun
post	postu
post	zutoin
charity	karitate
cramp	karranpa
square	karratu
square	plaza
career	karrera
poster	kartel
sign	kartel
sign	zeinu
cardboard	kartoi
jail	kartzela
lockup	kartzela
helmet	kasko
caste	kasta
case	kasu
case	maleta
chance	kasualitate
chance	zori
kashubian	kasubiera
squirrel	katagorri
Catalan	katalan
catalanism	katalanismo
catarrh	katarro
catastrophe	katastrofe
chain	kate
cathedral	katedral
category	kategoria
cup	katilu
cup	kopa
Catholic	katoliko
cat	katu
cause	kausa
box	kaxa
box	kutxa
journalist	kazetari
journalism	kazetaritza
smoke	ke
demeanour	keinu
gesture	keinu
verve	kemen
deduction	kenkari
concern	kezka
worry	kezka
affinity	kidetasun
kilo	kilo
kilogram	kilogramo
kilogramme	kilogramo
kilometer	kilometro
kilometre	kilometro
chemist	kimikari
bud	kimu
situation	kinka
norbait	kinka
stink	kirats
sport	kirol
sportsman	kirolari
arena	kiroldegi
clan	klan
class	klase
classroom	klase
kind	klase
sort	klase
clause	klausula
chalk	klera
climate	klima
clinic	klinika
chloride	kloruro
club	klub
fascicle	koaderno
gang	koadrila
coalition	koalizio
code	kode
coding	kodifikazio
coefficient	koefiziente
coherence	koherentzia
cohesion	kohesio
rocket	kohete
spoon	koilara
coincidence	kointzidentzia
cocaplant	kokalandare
cocaine	kokaina
chin	kokots
collapse	kolapso
cholera	kolera
colony	kolonia
coloniser	kolonizatzaile
colonisation	kolonizazio
colour	kolore
blow	kolpe
bump	kolpe
bump	talka
knock	kolpe
comma	koma
coma	koma
commander	komandante
commando	komando
comedy	komedia
convent	komentu
comic	komiko
commissioner	komisario
committee	komite
communiqué	komunikatu
communication	komunikazio
communism	komunismo
communist	komunista
convention	konbentzio
convergence	konbergentzia
combination	konbinazio
convoy	konboi
history	kondaira
earl	konde
conviction	kondena
county	kondetza
trust	konfiantza
configuration	konfigurazio
congress	kongresu
conifer	konifero
hunch	konkor
stoop	konkor
connotation	konnotazio
comparison	konparazio
complexity	konplexutasun
compliment	konplimendu
complicity	konplizitate
solution	konponbide
repair	konponketa
composer	konpositore
songwriter	konpositore
commitment	konpromiso
engagement	konpromiso
conspiracy	konspirazio
constant	konstante
constitution	konstituzio
headcount	kontaketa
headcount	zenbaketa
contact	kontaktu
contemplation	kontenplazio
smuggling	kontrabando
contradiction	kontraesan
contract	kontratu
check	kontrol
hold	kontrol
monitoring	kontrol
consecration	kontsakrazio
council	kontseilu
tip	kontseilu
tip	punta
conservation	kontserbazio
consolation	kontsolamendu
consonant	kontsonante
consul	kontsul
consultation	kontsulta
surgery	kontsulta
query	kontsulta
consumer	kontsumitzaile
consumption	kontsumo
bead	kontu
concept	kontzeptu
concert	kontzertu
concerto	kontzertu
consciousness	kontzientzia
cooperative	kooperatiba
coordinator	koordinatzaile
coordination	koordinazio
number	kopuru
number	numero
number	zenbaki
coral	koral
knot	korapilo
rope	korda
rope	soka
string	korda
string	soka
crown	koroa
colonel	koronel
farmyard	korrale
correlation	korrelazio
correspondence	korrespondentzia
chivalry	kortesia
courtesy	kortesia
chorus	koru
coast	kosta
cost	kostu
fee	kostu
cotton	kotoi
carnation	krabelin
creature	kreatura
creator	kreatzaile
creator	sortzaile
crisis	krisi
crystal	kristal
Christian	kristau
Christianity	kristautasun
criticism	kritika
flak	kritika
critic	kritikari
croatian	kroaziera
chromosome	kromosoma
chronicle	kronika
chronicler	kronista
chronology	kronologia
cruelty	krudelkeria
barracks	kuartel
cube	kubo
cult	kultu
culture	kultura
quota	kuota
dome	kupula
contagion	kutsatze
ark	kutxa
urn	kutxa
package	kutxatila
package	pakete
cushion	kuxin
labyrinth	labirinto
crop	laborantza
crop	uzta
lab	laborategi
laboratory	laborategi
cereal	labore
cereal	zereal
summary	laburpen
summary	sumario
comrade	lagun
companion	lagun
mate	lagun
aid	lagungarri
aid	laguntza
help	lagungarri
help	laguntza
auxiliary	laguntzaile
assistant	laguntzaile
fog	laino
haze	laino
pall	laino
lasso	lakio
plate	lamina
plate	plaka
plate	plater
job	lan
job	ofizio
labor	lan
labour	lan
work	lan
profession	lanbide
countryside	landa
vegetation	landaredi
unemployed	langabe
unemployedperson	langabe
unemployment	langabezia
collaborator	lankide
collaboration	lankidetza
lamp	lanpara
workcentre	lantoki
jobcentre	lantoki
thief	lapur
round	lapurreta
theft	lapurreta
orange	laranja
orange	laranjondo
urgency	larrialdi
gravity	larritasun
scalp	larru
fur	larru
leather	larru
skin	larru
Saturday	larunbat
serenity	lasaitasun
reassurance	lasaitasun
laser	laser
mattress	lastaira
stream	laster
shortcut	lasterbide
runner	lasterkari
run	lasterketa
pity	lastima
pity	pena
straw	lasto
can	lata
Latin	latin
Latin	latindar
latinamerican	latinoamerikar
latitude	latitude
canter	lauhazka
gallop	lauhazka
rectangle	laukizuzen
chamber	laurden
adulation	lausengu
flagstone	lauza
slab	lauza
horror	laztura
law	lege
law	zuzenbide
legalproject	legeproiektu
termofoffice	legealdi
termofoffice	legegintzaldi
parliament	legebiltzar
parliament	parlamentu
memberofparliament	legebiltzarkide
memberofparliament	parlamentari
legislature	legegintzaldi
legend	legenda
chairman	lehendakari
chairman	presidente
chairperson	lehendakari
chairperson	presidente
president	lehendakari
president	presidente
vicepresident	lehendakariorde
vicepresident	presidenteorde
cousin	lehengusu
preference	lehentasun
preference	zaletasun
explosive	lehergai
explosive	leherkari
competition	lehia
competition	lehiaketa
quiz	lehiaketa
rival	lehiakide
lion	lehoi
dryness	lehortasun
hatch	leihatila
shutter	leihatila
window	leiho
site	leku
removal	lekualdaketa
transfer	lekualdaketa
transfer	transferentzia
witness	lekuko
lemma	lelo
marten	lepahori
neck	lepo
line	lerro
line	linea
handwriting	letra
lyric	letra
vocabulary	lexiko
liane	liana
pound	libra
notebook	libreta
book	liburu
league	liga
liquid	likido
liquor	likore
lemon	limoi
alms	limosna
lily	lirio
confrontation	liskar
fracas	liskar
showdown	liskar
spat	liskar
squabble	liskar
tiff	liskar
wrangle	liskar
literature	literatura
lithology	litologia
liter	litro
litre	litro
liturgy	liturgia
licence	lizentzia
sandpaper	lizpaper
sleep	lo
thickness	lodi
thickness	lodiera
alcove	logela
bedroom	logela
logic	logika
venue	lokal
shoelace	lokarri
mud	lokatz
garden	lorategi
flower	lore
flowerpot	loreontzi
pot	loreontzi
attainment	lorpen
embarrassment	lotsa
shame	lotsa
connection	lotura
connection	zerikusi
torpor	lozorro
landslide	luizi
feather	luma
down	lumatxa
terrain	lur
earth	lur
ground	lur
land	lur
soil	lur
soil	lurzoru
territory	lurralde
territoriality	lurraldetasun
earthquake	lurrikara
aroma	lurrin
evaporation	lurrunketa
floor	lurzoru
floor	solairu
luxury	luxu
prolongation	luzapen
curse	madarikazio
Madrilenian	madrildar
mafia	mafia
magic	magia
magistrate	magistratu
magnitude	magnitude
magnitude	tamaina
magician	mago
table	mahai
table	taula
vineyard	mahasti
vineyard	mahatsondo
grape	mahats
sleeve	mahuka
may	maiatz
level	maila
level	nibel
sealevel	itsasmaila
loan	mailegu
majordomo	maiordomo
Muslim	mairu
Muslim	musulman
master	maisu
masterpiece	maisulan
affection	maitasun
frequency	maiztasun
clave	makila
machine	makina
suitcase	maleta
dock	malguki
tear	malko
tear	negar
slyness	maltzurkeria
mule	mando
mania	mania
mania	zaletasun
demonstrator	manifestari
manifesto	manifestu
manoeuvre	maniobra
manipulation	manipulazio
blanket	manta
apron	mantal
maintenance	mantentze
mantle	mantu
map	mapa
tide	marea
painting	margo
painting	pintura
marijuana	marihuana
sailor	marinel
brand	marka
make	marka
mark	marka
trademark	marka
marquis	markes
marchioness	markes
marquess	markes
marquise	markes
framework	marko
marble	marmol
marble	puxtarri
drawing	marrazki
cartoonist	marrazkilari
friction	marruskadura
gear	martxa
reversegear	atzerakomartxa
runningengine	motorramartxa
march	martxa
march	martxo
lantern	farol
lamppost	farol
Marxism	marxismo
Marxist	marxista
mass	masa
cheek	masail
cheekbone	masailalbohezur
mathematics	matematika
material	material
stuff	material
matrix	matrize
rebellion	matxinada
maximum	maximo
macedonian	mazedoniera
mine	meatze
median	mediana
medicine	medikuntza
medicine	sendagai
threat	mehatxu
mechanics	mekanika
mechanic	mekanikari
mechanism	mekanismo
mechanisation	mekanizazio
melancholy	melankolia
melody	melodia
moment	memento
moment	momentu
moment	une
memory	memoria
memory	oroimen
men	oroimen
militiaman	miliziano
massif	mendigune
faggot	maritxu
sheet	maindire
sheet	orri
mountainrange	mendikate
sweet	gozoki
household	etxeko
RoyalAcademyoftheBasquelanguage	Euskaltzaindia
memberoftheBasqueAcademy	euskaltzain
associatememberoftheBasqueAcademy	euskaltzainurgazle
regularmemberoftheBasqueAcademy	euskaltzainoso
honorarymemberoftheBasqueAcademy	euskaltzainohorezko
beastofburden	zamari
smuggler	zamari
occupation	zeregin
occupation	okupazio
oldage	zahartzaro
incarnation	gizakunde
independencesupporter	independentista
century	mende
addict	mendeko
inferior	mendeko
retaliation	mendeku
revenge	mendeku
vengeance	mendeku
mountain	mendi
mountaineer	mendizale
truce	menia
truce	tregoa
mentality	mentalitate
mentality	pentsaera
merit	meritu
commodity	merkantzia
commodity	salgai
dealer	merkatari
trader	merkatari
commerce	merkataritza
trade	merkataritza
trade	ofizio
trading	merkataritza
favour	mesede
plateau	meseta
mistrust	mesfidantza
mosque	meskita
metaphor	metafora
accumulation	metaketa
metal	metal
method	metodo
methodology	metodologia
metre	metro
subway	metro
tube	metro
tube	tutu
Mass	meza
message	mezu
messenger	mezulari
migration	migrazio
tongue	mihi
tongue	mizto
microphone	mikrofono
thousand	mila
milligram	miligramo
milligramme	miligramo
millilitre	mililitro
millimeter	milimetro
millimetre	milimetro
million	milioi
militant	militante
soldier	militar
soldier	soldadu
militarism	militarismo
militia	milizia
millennium	milurteko
pain	min
pain	mingarri
cancer	minbizi
mineral	mineral
bitterness	mingostasun
minimum	minimo
ministry	ministerio
minister	ministro
minute	minutu
servant	mirabe
miracle	mirari
admiration	mirespen
misery	miseria
missile	misil
mystery	misterio
myth	mito
mobilisation	mobilizazio
fashion	moda
modality	modalitate
modernism	modernismo
modernisation	modernizazio
modernity	modernotasun
mode	modu
mood	modu
mood	umore
nun	moja
beak	moko
adaptation	moldaketa
molecule	molekula
Molotovcocktail	molotovkoktel
monarch	monarka
monarchy	monarkia
monastery	monasterio
currency	moneta
monk	monje
monograph	monografia
montenegrin	montenegroera
monument	monumentu
monument	oroitarri
morality	moraltasun
morphology	morfologia
servitude	morrontza
mosaic	mosaiko
type	mota
type	tipo
motivation	motibazio
motorbike	moto
motorbike	motor
motor	motore
engine	motore
motion	mozio
drunkard	mozkor
boundary	muga
frontier	muga
limitation	mugaketa
milestone	mugarri
demarcation	mugatze
movement	mugimendu
core	muin
core	nukleo
hill	muino
multinational	multinazional
group	multzo
group	sail
group	talde
set	multzo
tar	mundrun
world	mundu
ammunition	munizio
monster	munstro
montage	muntaia
restraint	murrizketa
restraint	murrizte
restriction	murrizketa
restriction	murrizte
curtailment	murrizketa
curtailment	murrizte
reduction	murriztapen
museum	museo
music	musika
musician	musikari
muscle	muskulu
kiss	musu
tissue	musuzapi
handkerchief	musuzapi
lad	mutil
boyfriend	mutillagun
extreme	mutur
nave	nabe
nave	ontzi
browser	nabigatzaile
navigation	nabigazio
predominance	nagusigo
superiority	nagusitasun
implication	nahasiaegote
involvement	nahasiaegote
confusion	nahaste
melange	nahaste
mix	nahaste
nature	natura
nazi	nazi
nation	nazio
internationalcommunity	nazioarte
nationalism	nazionalismo
nationalist	nazionalista
disgust	nazka
trickle	negar
bargain	negozio
business	negozio
winter	negu
agriculturalist	nekazari
farmer	nekazari
agriculture	nekazaritza
farming	nekazaritza
exhaustion	neke
fatigue	neke
weariness	neke
teenager	nerabe
adolescence	nerabezaro
nerve	nerbio
girlfriend	neskalagun
neuron	neurona
neurosis	neurosi
neutron	neutroi
nicotine	nikotina
nitrogen	nitrogeno
novelty	nobedade
novelist	nobelagile
nobility	noblezia
nomenclature	nomenklatura
payroll	nomina
direction	norabide
direction	noranzko
direction	zuzendaritza
destination	norako
normalisation	normalizazio
normality	normaltasun
personality	nortasun
identitydocument	nortasunagiri
nostalgia	nostalgia
note	nota
note	ohar
notary	notario
nucleus	nukleo
obedience	obedientzia
object	objektu
obsession	obsesio
blood	odol
craft	ofizio
exchequer	ogasun
bread	ogi
sandwich	ogitarteko
bed	ohe
mulch	ohe
bedside	oheburu
custom	ohitura
habit	ohitura
frock	ohitura
honour	ohore
echo	oihartzun
cock	oilar
rooster	oilar
chicken	oilasko
chicken	oilo
chicken	txita
hen	oilo
foot	oin
footnote	oinohar
basis	oinarri
footprint	oinatz
heir	oinordeko
heiress	oinordeko
setback	oker
perversion	okertze
occitan	okzitaniar
occitan	okzitaniera
wave	olatu
wave	uhin
aggressiveness	oldarkortasun
olive	olibondo
oil	olio
oil	petrolio
homage	omenaldi
good	on
good	ongi
acceptance	onarpen
heritage	ondare
rectum	ondeste
stub	ondo
unrest	ondoez
fainting	ondoez
successor	ondoko
successor	ondorengo
consequence	ondorio
repercussion	ondorio
welcome	ongietorri
welfare	ongizate
goodness	ontasun
kindness	ontasun
fuselage	ontzi
benefit	onura
profit	onura
opera	opera
opium	opio
vacation	opor
vacation	oporraldi
optician	optikari
optimism	optimismo
present	orain
present	orainaldi
stain	orban
orbit	orbita
remuneration	ordain
payment	ordainketa
computer	ordenagailu
computer	ordenatzaile
ordination	ordenazio
replacement	ordezkapen
substitution	ordezkapen
delegate	ordezkari
representative	ordezkari
substitute	ordezko
plain	ordoki
hour	ordu
hour	ordubete
timetable	ordutegi
equilibrium	oreka
cart	orga
trolley	orga
organ	organo
orgasm	orgasmo
orgy	orgia
orientation	orientazio
originality	originaltasun
orchid	orkidea
recall	oroimen
recollection	oroipen
remembrance	oroipen
reminiscence	oroipen
generalisation	orokortze
heel	orpo
heel	takoi
needle	orratz
pin	orratz
stylesheet	estiloorri
page	orri
page	orrialde
spelling	ortografia
uncle	osaba
composition	osaera
composition	osaketa
component	osagai
ingredient	osagai
attachment	osagarri
supplement	osagarri
health	osasun
healthcentre	osasunzentro
shell	oskol
plenary	osokobilkura
whole	osotasun
celebration	ospakizun
rainbow	ostadar
host	ostalari
hostess	ostalari
guesthouse	ostatu
guesthouse	pentsio
Thursday	ostegun
Friday	ostiral
prayer	otoitz
february	otsail
wolf	otso
oxygen	oxigeno
ocean	ozeano
ozone	ozono
obstacle	oztopo
obstacle	traba
impatience	pairamenikez
landscape	paisaia
packet	pakete
Palestinian	palestinar
loge	palko
stick	palo
panda	panda
banner	pankarta
panorama	panorama
pampa	panpa
screen	pantaila
panther	pantera
flap	paparhegal
paper	paper
paradox	paradoxa
paragraph	paragrafo
parallel	paralelo
parallelism	paralelotasun
parameter	parametro
pair	pare
bracket	parentesi
parenthesis	parentesi
park	parke
industrialpark	industrialde
municipalpoliceman	udaltzain
municipalpolice	udaltzaingo
regionalpoliceman	foruzain
regionalpolice	foruzaingo
deputygeneral	ahaldunnagusi
legalchannel	auzibide
regionalgovernment	Forugobernu
carpark	aparkaleku
parkinglot	aparkaleku
parish	parrokia
intervention	eskuhartze
participation	partehartze
share	partehartze
particle	partikula
lot	partzela
lot	patu
password	pasahitz
passport	pasaporte
passivity	pasibotasun
corridor	pasillo
passion	pasio
pasta	pasta
spread	pasta
cake	pastel
potato	patata
patent	patente
patio	patio
pocket	patrika
pocket	sakela
pattern	patroi
patronsaint	patroi
patrol	patruila
destiny	patu
fate	patu
patience	pazientzia
penalty	penalti
peninsula	penintsula
pension	pentsio
hodman	peoi
perfume	perfume
pearl	perla
perspective	perspektiba
Persianblind	pertsiana
publicfigure	pertsonaospetsu
personnel	pertsonal
pessimism	pesimismo
crudeoil	petroliogordin
peseta	pezeta
piano	piano
piece	pieza
piece	prenda
piece	puska
piece	zati
fig	piku
pile	pila
conglomerate	pilaketa
pediment	pilotaleku
pilot	pilotu
penguin	pinguino
painter	pintore
paint	pintura
pine	pinu
pinewood	pinudi
pipe	pipa
pipe	tutu
track	pista
gun	pistola
weight	pisu
jug	pitxer
crack	pitzadura
incentive	pizgarri
renaissance	pizkunde
beast	piztia
plan	plan
planet	planeta
planning	plangintza
plant	planta
plastic	plastiko
platform	plataforma
dish	plater
plural	plural
plurality	pluraltasun
poverty	pobrezia
podium	podium
poem	poema
poetry	poesia
