abject	abyecto
approximation	aproximación
approach	aproximación
approach	enfoque
appropriation	apropiación
approval	aprobación
apricot	albaricoque
aptitude	aptitud
aqueduct	acueducto
aquifer	acuífero_aquiferD
arbitrariness	arbitrariedad
arch	arco
archaeology	arqueología
archbishop	arzobispo
archbishop	arzobispo
archipelago	archipiélago
architect	arquitecto
architect	arquitecto
architecture	arquitectura
ardour	ardor
ardour	fervor
area	área
argument_argumentoD	argumento
argument_discusión	discusión
argumentation	argumentación
aristocracy	aristocracia
aristocrat	aristócrata
ark	arca
arm	arma
arm	brazo
arm	brazo
armament	armamento
armchair	butaca_armchair
armchair	sillón
armpit	axila
army	ejército
military	ejército
aroma	aroma
arrangement_acuerdo	acuerdo
arrangement	apaño
arrangement_arregloD	arreglo
array	variedad
arrest	arresto
arrest	detención
arrestedperson	detenido
arrestedperson	detenido
arrival	llegada_arrivalD
arrow	flecha
arsenal	arsenal
art	arte_artD
art	arte_artD
art	arte
art	arte
artery	arteria
artery	arteria
artery	arteria
artichoke	alcachofa
article	artículo
articulation	articulación
artefact	artefacto
artillery	artillería
artisan	artesano
artisan	artesano
artist	artista
ascendant	ascendente
ancestor	ascendiente
ancestor	antepasado
ancestor	antepasado
ashlar	sillar
ashtray	cenicero
aspect	aspecto
aspect	viso_aspect
asphalt	asfalto
ass	asno
assault	agresión_assault
assembly	asamblea
assessment	valoración
asset	ventaja
assiduity	asiduidad
assimilation	asimilación
assistance	asistencia
assistant	asistente
assistant	ayudante
association	asociación
assortment	surtido
assumption	suposición
assurance	garantía
asterisk	asterisco
asteroid	asteroide
asthma	asma
astronaut	astronauta
astronomer	astrónomo
astronomer	astrónomo
astronomy	astronomía
asylum	asilo
asymmetry	asimetría
athlete	atleta
athletics	atletismo
perestroika	perestroika
glasnost	glásnost
atmosphere	atmósfera
atom	átomo
atomisation	atomización
atrocity	atrocidad
attack	ataque
attack	atentado
attacker	atacante
attainment	logro
attempt_atentado	atentado
attempt_intentoD	intento
attendant	encargado
attendant	encargado
attention	atención
attic	ático
attitude	actitud
blogger	bloguero
blogger	bloguero
passenger	pasajero
passenger	pasajero
attraction	atracción
attribute	atributo
attribution	atribución
auction	subasta
audience	audiencia_audienceD
NationalHighCourt	AudienciaNacional
highcourt	audiencia_high_court
highcourt	tribunalsupremo
audio	audio
audit	auditoría
auditing	auditoría
auditor	auditor
auditor	auditor
auditorium	auditorio
aunt	tía
aureole	aureola
auspice	auspicio
author	autor
author	autor
authoritarianism	autoritarismo
authority_autoridadD	autoridad
autism	autismo
auto	coche
car	auto_carD
autobiography	autobiografía
automatism	automatismo
automaton	autómata
automedication	automedicación
automotion	automoción
autonomy	autonomía
autopsy	autopsia
autumn	otoño
auxiliary	auxiliar_auxiliaryD
availability	disponibilidad
avalanche	alud
avantgarde	vanguardia
avarice	avaricia
avatar	avatar
avenue	avenida
average	media
stocking	media
average	promedio
aversion	aversión
birdflu	gripeaviar
avianflu	gripeaviaria
avianinfluenza	gripeaviaria
aviation	aviación
award	premio
Nobelprize	premioNobel
Nobelprize	premioNóbel
NobelPeaceprize	premioNobeldelaPaz
NobelPeaceprize	premioNóbeldelaPaz
awareness	concienciación
awning	toldo
axe	hacha
axis	eje
baby	criatura_baby
baby	bebé
bacillus	bacilo
back	espalda
background	fondo_background
blackhead	barbo
backorder	pedidoenespera
backorder	pedidopendiente
blackhead	espinilla
backrest	respaldo
backstitch	repunte
bacterium	bacteria
badger	tejón
bag_bolsaD	bolsa
bag_bolso	bolso
baggage	equipaje
baker	hornero
baker	panadero
baker	panadero
bakery	panadería
balance	balance
balance_equilibrioD	equilibrio
balance_saldo	saldo
ball	bola
ball	pelota
ballast	lastre
ballet	ballet
balloon	balón
balsam	bálsamo
ban	prohibición
banana	plátano
band	banda
bandit	bandido
bandit	bandido
bang	estrépito
bangle	pulsera
bench	banco
bank_bankD	banco
bank_orilla	orilla
shore	orilla
gulf	golfo
banker	banquero
banker	banquero
banking	banca
banner	pancarta
banquet	banquete
baptism	bautismo
bar	bar
bark_ladrido	ladrido
bar	barra
bargain	negocio
barometer	barómetro
baron	barón
baron	barón
barracks	cuartel
barricade	barricada
barrier	barrera
speciesbarrier	barreradelasespecies
base	base
baseball	béisbol
basilica	basílica
basilica	basílica
basilica	basílica
basis	base
basket	cesta
basket	chistera
basketball	baloncesto
bat	murciélago
bat	murciélago
batallion	batallón
batch	lote
bath_bañera	bañera
bath_bañoD	baño_bath
bathroom	baño_bathroomD
baton	batuta
battery	batería
battery	pila
batting	bateo
raid	redada
battle	batalla
bay_bahíaD	bahía
bay_laurel	laurel
beach	playa
beat	latido
beak	pico
beam	viga
bean	alubia
beard	barba
beau	pretendiente
beautician	esteticista
beauty_bellezaD	belleza
bed	cama
bedroom	dormitorio
bee	abeja
beer	cerveza
vuvuzela	vuvuzela
beetroot	remolacha
begging	mendicidad
beginning_comienzo	comienzo
behaviour	comportamiento
behaviour	conducta
behaviour	proceder
being	ser
belief	creencia
believer	creyente
bell_campanaD	campana
bell_timbre	timbre
belligerency	beligerancia
belonging	pertenencia
belt	cinturón
belt	correa_beltD
bend	curva
benefit_beneficioD	beneficio
benefit_prestación	prestación_benefit
benzine	gasolina
bet	apuesta
betrayal	traición_betrayalD
betrayer	traidor
betrayer	traidor
betting	apuesta
bias	sesgo
bible	biblia
bibliography	bibliografía
bicycle	bicicleta
bid_intento	intento
bid_ofertaD	oferta
bidding	licitación
bidding	puja
bike	bicicleta
bilingualism	bilingüismo
bill	factura
billiard	billar
bin	cubo
binoculars	prismáticos
biographer	biógrafo
biographer	biógrafo
biography	biografía
biologist	biólogo
biologist	biólogo
biology	biología
biomass	biomasa
biopsy	biopsia
bird	pájaro
birdflu	gripeaviar
birth	nacimiento
birthday	cumpleaños
birthday	cumpleaños
biscuit	galleta
bisexuality	bisexualidad
bishop	obispo
bishopric	obispado
bit	bit
bite	picadura_biteD
bite	mordisco
bitterness	amargura
black	negro
black	negro
blackboard	pizarra
blackmail	chantaje
blackmailer	chantajista
blackout	apagón
blade	cuchilla_bladeD
blade	hoja_blade
blame	culpa
blank	espacio
bleaching	blanqueo
bleeding	hemorragia
blessing	bendición
blindness	ceguera
block_bloqueD	bloque_blockD
block_bloqueo	bloqueo
blockade	bloqueo
blood	sangre
bloodletting	sangría
bloodshed	carnicería
butchers	carnicería
shed	cabaña
blouse	blusa
blow	golpe_blow
hit_golpeD	golpe_hitD
board_junta	junta_boardD
board_tableroD	tablero
boat_barcaD	barca
body_cuerpoD	cuerpo
bodyguard	guardaespaldas
bodyguard	guardaespaldas
bodywork	carrocería
boiler	caldera
bomb	bomba_bombD
bombardment	bombardeo
bomber	bombardero
bomber	bombardero
bond	vínculo
bone	hueso
bonfire	hoguera
bonnet	sombrero
bonus	bonificación
book	libro
book	libro
book	libro
bookshop	librería
boost	impulso
boot	bota
safetyboot	botadeseguridad
booty	botín
border_borde	borde
border_fronteraD	frontera
boredom	aburrimiento
boss	jefe
boss	jefe_bossD
leader	jefe_leader
botanist	botánico
botanist	botánico
botch	chapuza
bottle_botellaD	botella
bottom	fondo_bottomD
boundary	frontera
bouquet	ramo
bourgeoisie	burguesía
bowel	intestino
box	caja
boxing	boxeo
boy	chico
boy	chiquillo
boy	muchacho
boy	nene
boy	niño
boycott	boicot
bracelet	brazalete
brace	tirante
brain	cerebro_brainD
brake	freno
branch_ramaD	rama
branch_sucursal	sucursal
brand	marca_brand
breach	ruptura
bread	pan
break	quebrantamiento
break_roturaD	rotura
breakdown	desglose
breakfast	almuerzo
breast_pechoD	pecho
breath_respiraciónD	respiración
breather	respiradero
breathing	respiración
breed	raza_breed
breeze	brisa
brilliant	brillante
brewery	cervecería
brick	ladrillo
bricklayer	albañil
bridegroom	novio
groom	novio
bride	novio
bridge	puente
brink_cariz	cariz_brink
broadcast	emisión_broadcastD
broadcast	radiodifusión
bronze	bronce
brooch	broche
brook	arroyo
brook	riachuelo
broth	caldo
brothel	burdel
brother	hermano
brother	hermano
brotherhood_fraternidad	fraternidad_brotherhood
browser	navegador
browser	navegador
bruise	moratón
brush	cepillo
brush	escobilla
brush	pincel
brutality	brutalidad
bubble	burbuja
bump	golpe
bucket	cubo_bucket
budget	presupuesto_budgetD
buffet	bufete
build	complexión
builder	constructor
builder	constructor_builder
building_construcción	construcción_building
building_edificioD	edificio_buildingD
building	nave_building
bullet	bala
bulletin	boletín
bunch_puñado	puñado
bunch_ramoD	ramo
bunk	litera
burden	carga
bureau	agencia
bureaucracy	burocracia
burial	enterramiento
burial	entierro
burn	quemadura
burst	explosión
bus	autobús
bus	bus
business	negocio
butter	mantequilla
buttock	nalga
button	botón
buyer	comprador
buyer	comprador_buyerD
cabbage	col
cabinet_armario	armario
cabinet_gabineteD	gabinete
cable	cable_cable
cadet	cadete
caducity	caducidad
café	cafetería
caffeine	cafeína
cage	jaula
cage	jaula
cage	jaula
cake	pastel
cake	tarta
calcination	calcinación
calculation	cálculo
calculator	calculadora
calendar	calendario
caliph	califa
call	llamada
call	llamamiento
calm	calma
calorie	caloría
camera	cámara
camp	campamento
summercamp	campamentodeverano
prisoncamp	campamentoparaprisioneros
refugeecamp	campamentoderefugiados
campaign	campaña
camping	camping
campus	campus
campus	campus
can	lata
canalisation	canalización
canalisation	encauzamiento
cancer	cáncer
candidate	candidato
candidate	candidato
candidature	candidatura_candidatureD
candle	vela_candle
candy	caramelo
cane	caña
cannibalism	canibalismo
canoeing	piragüismo
canoeist	piragüista
canon	canon
canteen	comedor
canton	lado
canvas	tela
cap_gorraD	gorra
cap_tapón	tapón_capD
capability	capacidad
capacity	capacidad
cape	cabo
capital_capital_m	capital
capital_capital_fD	capital
capitalism	capitalismo
capitalist	capitalista
capitality	capitalidad
capitalisation	capitalización
capsule	cápsula
captain	capitán
captain	capitán
captaincy	capitanía
capture	captura
captive	cautivo
captive	cautivo
captivity	cautiverio
captivity	cautividad
car	automóvil_carD
car	coche
caravan	caravana
carbon	carbono
carboy	bombona
carbuncle	carbunco
card_carta	carta_card
card_tarjetaD	tarjeta
cardboard	cartulina
cardboard	cartón
cardinal	cardenal
cardiologist	cardiólogo
cardiologist	cardiólogo
care	cuidado
career_carreraD	carrera_careerD
skirace	carreradeesquí
run	carrera
carer	cuidador
carer	cuidador
caricature	caricatura
caricaturist	caricaturista
carnivore	carnívoro
carnivore	carnívoro
carp	carpa
carpentry	carpintería
carpet	alfombra_carpetD
carriage	transporte
carrier	transportista
carrot	zanahoria
cartel	cártel
cartography	cartografía
cartoonist	dibujante
cartridge	cartucho
case_casoD	caso
case_maleta	maleta
cassation	casación
cast_molde	molde
cast_repartoD	reparto
caste	casta
casting	fundición
castle	castillo
castration	castración
cat	gato
cat	gato
catalanism	catalanismo
cataloging	catalogación
catapult	catapulta
catalogue	catálogo
catalyst	catalizador
cataract	catarata
catarrh	catarro
catastrophe	catástrofe
catastrophism	catastrofismo
catchment	captación
catchword	reclamo
catechism	catecismo
category	categoría
catenary	catenaria
catenary	catenaria
catering	catering
cathedral	catedral
catheter	sonda_catheter
cheat	trampa
chemical	sustanciaquímica
cattle	ganado
causality	causalidad
cause	causa
cave	cueva
cavity	cavidad
cedar	cedro
ceiling	techo
celebration	celebración
celebrity	celebridad
cell_celda	celda
cell_célulaD	célula
cellar	bodega
celluloid	celuloide
cement	cemento
cemetery	cementerio
censorship	censura
cent	céntimo
centimetre	centímetro
centralism	centralismo
centralisation	centralización
centre	centro
century	siglo
cereal	cereal
ceremony	ceremonia
certainty	certeza
certificate	certificado
certification	certificación
chain	cadena
chair_cátedra	cátedra
chair_presidencia	presidencia
chair_sillaD	silla
chairman	presidente
chairman	presidente_chairman
chairperson	presidente
chairperson	presidente_chairperson
challenge	desafío
challenge	reto
chamber	cuarto
chamfer	chaflán
champagne	champán
champion	campeón
champion	campeón
championship	campeonato
chance_posibilidadD	posibilidad
chance_casualidad	casualidad
chancellery	cancillería
chancellor	canciller
chancellor	canciller
change	cambio
channel	canal_channelD
chaos	caos
chaos	caos
chapel	capilla
chapter	capítulo
character_carácterD	carácter
character_personaje	personaje
characteristic	característica
characterisation	caracterización
characterisation	caracterización
charge_carga	carga
charge_cargoD	cargo
charisma	carisma
charity	caridad
charm	encanto
charm	simpatía
chart_gráficoD	gráfico
chart_mapa	mapa
chase	persecución
chassis	chasis
chassis	chasis
chat_charlaD	charla
chat_chat	chat
chauffeur	chófer
cheapening	abaratamiento
check	control
cheek	mejilla
cheekbone	pómulo
cheese	queso
chemist	farmacéutico
chemist	farmacéutico
chemists	farmacia
chemotherapy	quimioterapia
cheque	cheque
blankcheque	chequeenblanco
chequebook	talonariodecheques
chequebook	chequera
travellerscheque	chequedeviaje
travellerscheque	chequedeviajero
cherry	cereza
chest	pecho
chestnuttree	castaño
chevron	galón
chewinggum	chicle
chicken	pollo
chief	jefe
child	hijo
child	infante
child	crío
child	niño
childhood	niñez
chimaera	quimera
chimpanzee	chimpancé
chin	barbilla
china	porcelana
chip_chipD	chip
chip_trozo	trozo
chlorination	cloración
chlorine	cloro
chocolate	chocolate
choice	elección
choir	coro
cholesterol	colesterol
chord	acorde
choreographer	coreógrafo
choreographer	coreógrafo
choreography	coreografía
chorister	corista
chorus	coro
chromosome	cromosoma
chronicle	crónica
chronicler	cronista
chronology	cronología
church	iglesia
cicada	cigala
cigar	cigarro
cigarette	cigarrillo
cigarette	pitillo
cinema	cine
cinnamon	canela
circle	círculo
circuit	circuito
circulation	circulación
circumcision	circuncisión
circumstance	circunstancia
circus	circo
citadel	ciudadela
citizen	ciudadano
citizen	ciudadano
citizenship	ciudadanía
citrus	cítrico
city	ciudad
citycouncil	alcaldía
citycouncil	ayuntamiento
civilian	civil
civilisation	civilización
claim	reclamación
clan	clan
clap	aplauso
clarinet	clarinete
clarity	claridad
class	clase_classD
classicism	clasicismo
classification	clasificación
classroom	aula
classroom	clase_classroom
clause	cláusula
clave	bastón
clay	arcilla
cleaner	limpiador
cleaner	limpiador
cleaning	limpieza
clemency	clemencia
clergyman	clérigo
clerk	empleado
clerk	empleado_clerk
click	clic
client	cliente
client	cliente_client
clientele	clientela
cliff	acantilado
climate	clima
climatology	climatología
climber	escalador
climber	escalador
shiver	escalofrío
shudder	estremecimiento
shudder	estremecerse
dare	atreverse
settle_asentarse	asentarse
climbing	escalada
clip	clip
clock	reloj_clockD
clod	terrón
clone	clon
closet	armario
closing	cerramiento
closing	cierre_closingD
closing	encierro
closure	clausura
clot	coágulo
cloth	paño
cloth	ropa
cloth_telaD	tela
cloth_trapo	trapo
clothes	ropa
clothing	indumentaria
clothing	ropa
cloud	nube
cloudburst	chubasco
cloudiness	nubosidad
clown	payaso
clown	payaso
club	club
cluster	grupo
coach_autocar	autocar
coach_entrenadorD	entrenador
coal	carbón
coalition	coalición
coast	costa
coat_abrigoD	abrigo
coat_capa	capa
cobweb	telaraña
cocaine	cocaína
cocktail	cóctel
Molotovcocktail	cóctelmolotov
cod	bacalao
code	código
compensationcode	códigocompensación
compensationcode	códigodecompensación
sortcode	códigodecompensación
clearingcode	códigodecompensación
coding	codificación
coeducation	coeducación
coefficient	coeficiente
coffee	café
coffin	ataúd
cognition	cognición
cohabitation	cohabitación
coherence	coherencia
cohesion	cohesión
coin	moneda_coinD
coincidence	coincidencia
coining	acuñación
coitus	coito
cold_fríoD	frío
cold_resfriado	resfriado
collaboration	colaboración
collaborator	colaborador
collaborator	colaborador
collapse	derrumbamiento
colleague	colega_colleagueD
collection_cobro	cobro
collection_colecciónD	colección
collection	recaudación
collectivity	colectividad
collector	coleccionista
college	universidad
collision	colisión
colloquium	coloquio
colonel	coronel
colonialism	colonialismo
colonialist	colonialista
colonisation	colonización
colophon	colofón
colossus	coloso
colour_colorD	color
tricolour	tricolor
column	columna
columnist	columnista
combination	combinación
combustion	combustión
comedy	comedia
comfort_comodidadD	comodidad
comfort_consuelo	consuelo
reassurance	tranquilidad
tranquility	tranquilidad
comic	cómic
comic	cómico
comic	tebeo
command_dominio	dominio
command_ordenD	orden
commander	comandante
commander	comandante
commander	comandante
commando	comando
commensal	comensal
comment	comentario_commentD
commentator	comentarista
commerce	comercio
commercial	anuncio_commercial
commercialisation	comercialización
commissariat	comisaría
commission	comisión
commitment	compromiso_commitmentD
committee	comité
commodity	mercadería
commodity	mercancía
commonplace	tópico
communication	comunicación
communicator	comunicador
communicator	comunicador
communiqué	comunicado
communism	comunismo
communist	comunista
community	comunidad
companion	compañero
company_compañíaD	compañía
company_empresa	empresa
comparison	comparación
compartment	compartimento
compassion	compasión
compatibility	compatibilidad
compatriot	compatriota
compensation_indemnización	indemnización
competition_competencia	competencia
competition_competiciónD	competición
competitiveness	competitividad
competitor	competidor
competitor	competidor
complainant	querellante
complaint	denuncia
complaint	queja
complementarity	complementariedad
completion	conclusión
complex	complejo
complexity	complejidad
compliance	conformidad
complication	complicación
complicity	complicidad
component	componente
composer	compositor
composer	compositor
songwriter	compositor
composition	composición
composting	compostaje
compound	compuesto
compression	compresión
computer	ordenador
computerisation	informatización
comrade	camarada
concatenation	concatenación
concentration	concentración
concept	concepto
conception	concepción
concern	preocupación
concert	concierto
concerto	concierto
conciliation	conciliación
conclusion	conclusión
concrete	hormigón
concretion	concreción
condensation	condensación
condiment	condimento
condition	condición
conditioning	condicionante
condom	condón
condom	preservativo
condonation	condonación
condor	cóndor
conduct	conducta
conductivity	conductividad
conductor	director
conductor	director_conductor
cone	cono
confectionery	pastelería
confederation	confederación
conference	conferencia_conferenceD
confidence	confianza_confidenceD
confidence	confidencia
confidentiality	confidencialidad
configuration	configuración
confinement	confinamiento
conflict	conflicto
conformism	conformismo
conformity	conformidad
confrerie	cofradía
